"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045591","GO:0045591","positive regulation of regulatory T cell differentiation","1/5","20/18800",0.00530840718394887,0.0234481878727007,0.00567025880278679,"IFNG",1
"GO:0045821","GO:0045821","positive regulation of glycolytic process","1/5","20/18800",0.00530840718394887,0.0234481878727007,0.00567025880278679,"IFNG",1
"GO:1900221","GO:1900221","regulation of amyloid-beta clearance","1/5","20/18800",0.00530840718394887,0.0234481878727007,0.00567025880278679,"IFNG",1
"GO:1902004","GO:1902004","positive regulation of amyloid-beta formation","1/5","20/18800",0.00530840718394887,0.0234481878727007,0.00567025880278679,"IFNG",1
"GO:1903204","GO:1903204","negative regulation of oxidative stress-induced neuron death","1/5","20/18800",0.00530840718394887,0.0234481878727007,0.00567025880278679,"IL10",1
"GO:1903206","GO:1903206","negative regulation of hydrogen peroxide-induced cell death","1/5","20/18800",0.00530840718394887,0.0234481878727007,0.00567025880278679,"IL10",1
"GO:1990182","GO:1990182","exosomal secretion","1/5","20/18800",0.00530840718394887,0.0234481878727007,0.00567025880278679,"IFNG",1
"GO:0045785","GO:0045785","positive regulation of cell adhesion","2/5","446/18800",0.00535505912227893,0.0234481878727007,0.00567025880278679,"IL10/IFNG",2
"GO:1903829","GO:1903829","positive regulation of protein localization","2/5","446/18800",0.00535505912227893,0.0234481878727007,0.00567025880278679,"F2/IFNG",2
"GO:0002902","GO:0002902","regulation of B cell apoptotic process","1/5","21/18800",0.00557323455157832,0.0236467621905989,0.00571827819687314,"IL10",1
"GO:0051767","GO:0051767","nitric-oxide synthase biosynthetic process","1/5","21/18800",0.00557323455157832,0.0236467621905989,0.00571827819687314,"IFNG",1
"GO:0051769","GO:0051769","regulation of nitric-oxide synthase biosynthetic process","1/5","21/18800",0.00557323455157832,0.0236467621905989,0.00571827819687314,"IFNG",1
"GO:0097734","GO:0097734","extracellular exosome biogenesis","1/5","21/18800",0.00557323455157832,0.0236467621905989,0.00571827819687314,"IFNG",1
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","2/5","456/18800",0.00559213970723624,0.0236467621905989,0.00571827819687314,"IL10/IFNG",2
"GO:0052547","GO:0052547","regulation of peptidase activity","2/5","456/18800",0.00559213970723624,0.0236467621905989,0.00571827819687314,"C4A/SERPINC1",2
"GO:0032700","GO:0032700","negative regulation of interleukin-17 production","1/5","22/18800",0.00583800550994895,0.0237684886861777,0.00574771419153658,"IFNG",1
"GO:0034755","GO:0034755","iron ion transmembrane transport","1/5","22/18800",0.00583800550994895,0.0237684886861777,0.00574771419153658,"IFNG",1
"GO:0051220","GO:0051220","cytoplasmic sequestering of protein","1/5","22/18800",0.00583800550994895,0.0237684886861777,0.00574771419153658,"IL10",1
"GO:0060713","GO:0060713","labyrinthine layer morphogenesis","1/5","22/18800",0.00583800550994895,0.0237684886861777,0.00574771419153658,"IL10",1
"GO:1901032","GO:1901032","negative regulation of response to reactive oxygen species","1/5","22/18800",0.00583800550994895,0.0237684886861777,0.00574771419153658,"IL10",1
"GO:2000310","GO:2000310","regulation of NMDA receptor activity","1/5","22/18800",0.00583800550994895,0.0237684886861777,0.00574771419153658,"IFNG",1
"GO:0001819","GO:0001819","positive regulation of cytokine production","2/5","475/18800",0.00605598641089009,0.0237684886861777,0.00574771419153658,"IL10/IFNG",2
"GO:0033674","GO:0033674","positive regulation of kinase activity","2/5","476/18800",0.00608088387578064,0.0237684886861777,0.00574771419153658,"F2/IFNG",2
"GO:0034765","GO:0034765","regulation of ion transmembrane transport","2/5","476/18800",0.00608088387578064,0.0237684886861777,0.00574771419153658,"F2/IFNG",2
"GO:0010893","GO:0010893","positive regulation of steroid biosynthetic process","1/5","23/18800",0.00610272006807266,0.0237684886861777,0.00574771419153658,"IFNG",1
"GO:0030194","GO:0030194","positive regulation of blood coagulation","1/5","23/18800",0.00610272006807266,0.0237684886861777,0.00574771419153658,"F2",1
"GO:0033139","GO:0033139","regulation of peptidyl-serine phosphorylation of STAT protein","1/5","23/18800",0.00610272006807266,0.0237684886861777,0.00574771419153658,"IFNG",1
"GO:0140112","GO:0140112","extracellular vesicle biogenesis","1/5","23/18800",0.00610272006807266,0.0237684886861777,0.00574771419153658,"IFNG",1
"GO:1900048","GO:1900048","positive regulation of hemostasis","1/5","23/18800",0.00610272006807266,0.0237684886861777,0.00574771419153658,"F2",1
"GO:1900120","GO:1900120","regulation of receptor binding","1/5","23/18800",0.00610272006807266,0.0237684886861777,0.00574771419153658,"IL10",1
"GO:0042730","GO:0042730","fibrinolysis","1/5","24/18800",0.00636737823496114,0.0241633840711346,0.00584320809686043,"F2",1
"GO:0045672","GO:0045672","positive regulation of osteoclast differentiation","1/5","24/18800",0.00636737823496114,0.0241633840711346,0.00584320809686043,"IFNG",1
"GO:0048143","GO:0048143","astrocyte activation","1/5","24/18800",0.00636737823496114,0.0241633840711346,0.00584320809686043,"IFNG",1
"GO:0050820","GO:0050820","positive regulation of coagulation","1/5","24/18800",0.00636737823496114,0.0241633840711346,0.00584320809686043,"F2",1
"GO:2000679","GO:2000679","positive regulation of transcription regulatory region DNA binding","1/5","24/18800",0.00636737823496114,0.0241633840711346,0.00584320809686043,"IFNG",1
"GO:0032967","GO:0032967","positive regulation of collagen biosynthetic process","1/5","25/18800",0.00663198001962373,0.0245383260726078,0.00593387685966334,"F2",1
"GO:0034114","GO:0034114","regulation of heterotypic cell-cell adhesion","1/5","25/18800",0.00663198001962373,0.0245383260726078,0.00593387685966334,"IL10",1
"GO:0035821","GO:0035821","modulation of process of another organism","1/5","25/18800",0.00663198001962373,0.0245383260726078,0.00593387685966334,"IFNG",1
"GO:0060333","GO:0060333","interferon-gamma-mediated signaling pathway","1/5","25/18800",0.00663198001962373,0.0245383260726078,0.00593387685966334,"IFNG",1
"GO:1902993","GO:1902993","positive regulation of amyloid precursor protein catabolic process","1/5","25/18800",0.00663198001962373,0.0245383260726078,0.00593387685966334,"IFNG",1
"GO:0060284","GO:0060284","regulation of cell development","2/5","500/18800",0.00669288389967781,0.0246404680883661,0.00595857692037301,"F2/IFNG",2
"GO:0001783","GO:0001783","B cell apoptotic process","1/5","26/18800",0.00689652543106967,0.0246472126230127,0.00596020788892199,"IL10",1
"GO:0010714","GO:0010714","positive regulation of collagen metabolic process","1/5","26/18800",0.00689652543106967,0.0246472126230127,0.00596020788892199,"F2",1
"GO:0032682","GO:0032682","negative regulation of chemokine production","1/5","26/18800",0.00689652543106967,0.0246472126230127,0.00596020788892199,"IL10",1
"GO:0042832","GO:0042832","defense response to protozoan","1/5","26/18800",0.00689652543106967,0.0246472126230127,0.00596020788892199,"IL10",1
"GO:0045745","GO:0045745","positive regulation of G protein-coupled receptor signaling pathway","1/5","26/18800",0.00689652543106967,0.0246472126230127,0.00596020788892199,"F2",1
"GO:0001562","GO:0001562","response to protozoan","1/5","27/18800",0.00716101447830775,0.0246472126230127,0.00596020788892199,"IL10",1
"GO:0002719","GO:0002719","negative regulation of cytokine production involved in immune response","1/5","27/18800",0.00716101447830775,0.0246472126230127,0.00596020788892199,"IL10",1
"GO:0032607","GO:0032607","interferon-alpha production","1/5","27/18800",0.00716101447830775,0.0246472126230127,0.00596020788892199,"IL10",1
"GO:0032647","GO:0032647","regulation of interferon-alpha production","1/5","27/18800",0.00716101447830775,0.0246472126230127,0.00596020788892199,"IL10",1
"GO:0042501","GO:0042501","serine phosphorylation of STAT protein","1/5","27/18800",0.00716101447830775,0.0246472126230127,0.00596020788892199,"IFNG",1
"GO:0045686","GO:0045686","negative regulation of glial cell differentiation","1/5","27/18800",0.00716101447830775,0.0246472126230127,0.00596020788892199,"F2",1
"GO:0060669","GO:0060669","embryonic placenta morphogenesis","1/5","27/18800",0.00716101447830775,0.0246472126230127,0.00596020788892199,"IL10",1
"GO:1902883","GO:1902883","negative regulation of response to oxidative stress","1/5","27/18800",0.00716101447830775,0.0246472126230127,0.00596020788892199,"IL10",1
"GO:2000108","GO:2000108","positive regulation of leukocyte apoptotic process","1/5","27/18800",0.00716101447830775,0.0246472126230127,0.00596020788892199,"IL10",1
"GO:0090312","GO:0090312","positive regulation of protein deacetylation","1/5","28/18800",0.00742544717034477,0.025205646358051,0.00609524876368233,"IFNG",1
"GO:1903205","GO:1903205","regulation of hydrogen peroxide-induced cell death","1/5","28/18800",0.00742544717034477,0.025205646358051,0.00609524876368233,"IL10",1
"GO:1903672","GO:1903672","positive regulation of sprouting angiogenesis","1/5","28/18800",0.00742544717034477,0.025205646358051,0.00609524876368233,"IL10",1
"GO:0001773","GO:0001773","myeloid dendritic cell activation","1/5","29/18800",0.00768982351618652,0.0256327450539551,0.00619853009839596,"IL10",1
"GO:0002313","GO:0002313","mature B cell differentiation involved in immune response","1/5","29/18800",0.00768982351618652,0.0256327450539551,0.00619853009839596,"IL10",1
"GO:0097421","GO:0097421","liver regeneration","1/5","29/18800",0.00768982351618652,0.0256327450539551,0.00619853009839596,"IL10",1
"GO:1903203","GO:1903203","regulation of oxidative stress-induced neuron death","1/5","29/18800",0.00768982351618652,0.0256327450539551,0.00619853009839596,"IL10",1
"GO:0043032","GO:0043032","positive regulation of macrophage activation","1/5","30/18800",0.00795414352483947,0.0262770812874161,0.00635434398130973,"IL10",1
"GO:0051873","GO:0051873","killing by host of symbiont cells","1/5","30/18800",0.00795414352483947,0.0262770812874161,0.00635434398130973,"F2",1
"GO:0002862","GO:0002862","negative regulation of inflammatory response to antigenic stimulus","1/5","31/18800",0.00821840720530687,0.0265572983926947,0.00642210629695319,"IL10",1
"GO:0034390","GO:0034390","smooth muscle cell apoptotic process","1/5","31/18800",0.00821840720530687,0.0265572983926947,0.00642210629695319,"IFNG",1
"GO:0034391","GO:0034391","regulation of smooth muscle cell apoptotic process","1/5","31/18800",0.00821840720530687,0.0265572983926947,0.00642210629695319,"IFNG",1
"GO:0045577","GO:0045577","regulation of B cell differentiation","1/5","31/18800",0.00821840720530687,0.0265572983926947,0.00642210629695319,"IL10",1
"GO:0048710","GO:0048710","regulation of astrocyte differentiation","1/5","31/18800",0.00821840720530687,0.0265572983926947,0.00642210629695319,"F2",1
"GO:0032480","GO:0032480","negative regulation of type I interferon production","1/5","32/18800",0.00848261456659283,0.02694049261493,0.00651477061811963,"IL10",1
"GO:0032770","GO:0032770","positive regulation of monooxygenase activity","1/5","32/18800",0.00848261456659283,0.02694049261493,0.00651477061811963,"IFNG",1
"GO:0036474","GO:0036474","cell death in response to hydrogen peroxide","1/5","32/18800",0.00848261456659283,0.02694049261493,0.00651477061811963,"IL10",1
"GO:0043372","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","1/5","32/18800",0.00848261456659283,0.02694049261493,0.00651477061811963,"IFNG",1
"GO:0010661","GO:0010661","positive regulation of muscle cell apoptotic process","1/5","33/18800",0.00874676561769927,0.0270820358037551,0.00654899870076581,"IFNG",1
"GO:0036475","GO:0036475","neuron death in response to oxidative stress","1/5","33/18800",0.00874676561769927,0.0270820358037551,0.00654899870076581,"IL10",1
"GO:0045589","GO:0045589","regulation of regulatory T cell differentiation","1/5","33/18800",0.00874676561769927,0.0270820358037551,0.00654899870076581,"IFNG",1
"GO:0045940","GO:0045940","positive regulation of steroid metabolic process","1/5","33/18800",0.00874676561769927,0.0270820358037551,0.00654899870076581,"IFNG",1
"GO:0051930","GO:0051930","regulation of sensory perception of pain","1/5","33/18800",0.00874676561769927,0.0270820358037551,0.00654899870076581,"IL10",1
"GO:0051931","GO:0051931","regulation of sensory perception","1/5","33/18800",0.00874676561769927,0.0270820358037551,0.00654899870076581,"IL10",1
"GO:0002335","GO:0002335","mature B cell differentiation","1/5","34/18800",0.0090108603676281,0.02778348613352,0.0067186239583192,"IL10",1
"GO:0002446","GO:0002446","neutrophil mediated immunity","1/5","35/18800",0.00927489882537924,0.0282445478632948,0.00683011825997172,"F2",1
"GO:0006471","GO:0006471","protein ADP-ribosylation","1/5","35/18800",0.00927489882537924,0.0282445478632948,0.00683011825997172,"IFNG",1
"GO:0050869","GO:0050869","negative regulation of B cell activation","1/5","35/18800",0.00927489882537924,0.0282445478632948,0.00683011825997172,"IL10",1
"GO:0010922","GO:0010922","positive regulation of phosphatase activity","1/5","36/18800",0.00953888099995281,0.0288113140406738,0.00696717409233933,"IFNG",1
"GO:0045066","GO:0045066","regulatory T cell differentiation","1/5","36/18800",0.00953888099995281,0.0288113140406738,0.00696717409233933,"IFNG",1
"GO:0042092","GO:0042092","type 2 immune response","1/5","37/18800",0.00980280690034729,0.0292503109123266,0.00707333265305195,"IL10",1
"GO:0090218","GO:0090218","positive regulation of lipid kinase activity","1/5","37/18800",0.00980280690034729,0.0292503109123266,0.00707333265305195,"F2",1
"GO:1903580","GO:1903580","positive regulation of ATP metabolic process","1/5","37/18800",0.00980280690034729,0.0292503109123266,0.00707333265305195,"IFNG",1
"GO:0002701","GO:0002701","negative regulation of production of molecular mediator of immune response","1/5","38/18800",0.0100666765355599,0.0295608755409299,0.00714843363009686,"IL10",1
"GO:0032717","GO:0032717","negative regulation of interleukin-8 production","1/5","38/18800",0.0100666765355599,0.0295608755409299,0.00714843363009686,"IL10",1
"GO:0032965","GO:0032965","regulation of collagen biosynthetic process","1/5","38/18800",0.0100666765355599,0.0295608755409299,0.00714843363009686,"F2",1
"GO:0045191","GO:0045191","regulation of isotype switching","1/5","38/18800",0.0100666765355599,0.0295608755409299,0.00714843363009686,"IL10",1
"GO:0042307","GO:0042307","positive regulation of protein import into nucleus","1/5","39/18800",0.0103304899145881,0.0297453795206038,0.00719305052418584,"IFNG",1
"GO:0097242","GO:0097242","amyloid-beta clearance","1/5","39/18800",0.0103304899145881,0.0297453795206038,0.00719305052418584,"IFNG",1
"GO:1900016","GO:1900016","negative regulation of cytokine production involved in inflammatory response","1/5","39/18800",0.0103304899145881,0.0297453795206038,0.00719305052418584,"F2",1
"GO:1901031","GO:1901031","regulation of response to reactive oxygen species","1/5","39/18800",0.0103304899145881,0.0297453795206038,0.00719305052418584,"IL10",1
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","1/5","39/18800",0.0103304899145881,0.0297453795206038,0.00719305052418584,"IFNG",1
"GO:0051281","GO:0051281","positive regulation of release of sequestered calcium ion into cytosol","1/5","40/18800",0.0105942470464269,0.0302692772755053,0.00731973988170115,"F2",1
"GO:0071392","GO:0071392","cellular response to estradiol stimulus","1/5","40/18800",0.0105942470464269,0.0302692772755053,0.00731973988170115,"IL10",1
"GO:0014014","GO:0014014","negative regulation of gliogenesis","1/5","41/18800",0.0108579479400712,0.0307849864967537,0.00744444908171852,"F2",1
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","1/5","41/18800",0.0108579479400712,0.0307849864967537,0.00744444908171852,"IFNG",1
"GO:0032689","GO:0032689","negative regulation of interferon-gamma production","1/5","42/18800",0.0111215926045146,0.0310565227446823,0.00751011218576955,"IL10",1
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","1/5","42/18800",0.0111215926045146,0.0310565227446823,0.00751011218576955,"IFNG",1
"GO:1904591","GO:1904591","positive regulation of protein import","1/5","42/18800",0.0111215926045146,0.0310565227446823,0.00751011218576955,"IFNG",1
"GO:1904706","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","1/5","42/18800",0.0111215926045146,0.0310565227446823,0.00751011218576955,"IL10",1
"GO:0006775","GO:0006775","fat-soluble vitamin metabolic process","1/5","43/18800",0.0113851810487507,0.0313198289073441,0.00757378508427951,"IFNG",1
"GO:0010712","GO:0010712","regulation of collagen metabolic process","1/5","43/18800",0.0113851810487507,0.0313198289073441,0.00757378508427951,"F2",1
"GO:0014002","GO:0014002","astrocyte development","1/5","43/18800",0.0113851810487507,0.0313198289073441,0.00757378508427951,"IFNG",1
"GO:1904407","GO:1904407","positive regulation of nitric oxide metabolic process","1/5","43/18800",0.0113851810487507,0.0313198289073441,0.00757378508427951,"IFNG",1
"GO:0045981","GO:0045981","positive regulation of nucleotide metabolic process","1/5","44/18800",0.0116487132817709,0.0318082945701492,0.00769190622606738,"IFNG",1
"GO:1900544","GO:1900544","positive regulation of purine nucleotide metabolic process","1/5","44/18800",0.0116487132817709,0.0318082945701492,0.00769190622606738,"IFNG",1
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus","1/5","45/18800",0.011912189312566,0.0319384785916624,0.00772338742614881,"IL10",1
"GO:0006110","GO:0006110","regulation of glycolytic process","1/5","45/18800",0.011912189312566,0.0319384785916624,0.00772338742614881,"IFNG",1
"GO:0032620","GO:0032620","interleukin-17 production","1/5","45/18800",0.011912189312566,0.0319384785916624,0.00772338742614881,"IFNG",1
"GO:0032660","GO:0032660","regulation of interleukin-17 production","1/5","45/18800",0.011912189312566,0.0319384785916624,0.00772338742614881,"IFNG",1
"GO:1902895","GO:1902895","positive regulation of miRNA transcription","1/5","45/18800",0.011912189312566,0.0319384785916624,0.00772338742614881,"IL10",1
"GO:0031640","GO:0031640","killing of cells of another organism","1/5","46/18800",0.0121756091501258,0.0324098948600472,0.00783738567028168,"IFNG",1
"GO:1904707","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","1/5","46/18800",0.0121756091501258,0.0324098948600472,0.00783738567028168,"IL10",1
"GO:0001774","GO:0001774","microglial cell activation","1/5","47/18800",0.0124389728034395,0.0327574372759617,0.00792142864425818,"IFNG",1
"GO:0032964","GO:0032964","collagen biosynthetic process","1/5","47/18800",0.0124389728034395,0.0327574372759617,0.00792142864425818,"F2",1
"GO:0060711","GO:0060711","labyrinthine layer development","1/5","47/18800",0.0124389728034395,0.0327574372759617,0.00792142864425818,"IL10",1
"GO:0006953","GO:0006953","acute-phase response","1/5","48/18800",0.0127022802814958,0.0329813593273926,0.00797557764673789,"F2",1
"GO:0010543","GO:0010543","regulation of platelet activation","1/5","48/18800",0.0127022802814958,0.0329813593273926,0.00797557764673789,"F2",1
"GO:0030195","GO:0030195","negative regulation of blood coagulation","1/5","48/18800",0.0127022802814958,0.0329813593273926,0.00797557764673789,"F2",1
"GO:1902003","GO:1902003","regulation of amyloid-beta formation","1/5","48/18800",0.0127022802814958,0.0329813593273926,0.00797557764673789,"IFNG",1
"GO:0030225","GO:0030225","macrophage differentiation","1/5","49/18800",0.0129655315932804,0.0334302905192596,0.00808413853239563,"IFNG",1
"GO:1900047","GO:1900047","negative regulation of hemostasis","1/5","49/18800",0.0129655315932804,0.0334302905192596,0.00808413853239563,"F2",1
"GO:0002269","GO:0002269","leukocyte activation involved in inflammatory response","1/5","50/18800",0.0132287267477805,0.0335248554567041,0.00810700629820725,"IFNG",1
"GO:0030857","GO:0030857","negative regulation of epithelial cell differentiation","1/5","50/18800",0.0132287267477805,0.0335248554567041,0.00810700629820725,"IFNG",1
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","1/5","50/18800",0.0132287267477805,0.0335248554567041,0.00810700629820725,"IFNG",1
"GO:0043457","GO:0043457","regulation of cellular respiration","1/5","50/18800",0.0132287267477805,0.0335248554567041,0.00810700629820725,"IFNG",1
"GO:0046638","GO:0046638","positive regulation of alpha-beta T cell differentiation","1/5","50/18800",0.0132287267477805,0.0335248554567041,0.00810700629820725,"IFNG",1
"GO:0002639","GO:0002639","positive regulation of immunoglobulin production","1/5","51/18800",0.0134918657539816,0.0338440022303268,0.00818418261615301,"IL10",1
"GO:0032692","GO:0032692","negative regulation of interleukin-1 production","1/5","51/18800",0.0134918657539816,0.0338440022303268,0.00818418261615301,"IL10",1
"GO:0043277","GO:0043277","apoptotic cell clearance","1/5","51/18800",0.0134918657539816,0.0338440022303268,0.00818418261615301,"C4A",1
"GO:0002204","GO:0002204","somatic recombination of immunoglobulin genes involved in immune response","1/5","52/18800",0.0137549486208667,0.0339288732648045,0.00820470619490293,"IL10",1
"GO:0002208","GO:0002208","somatic diversification of immunoglobulins involved in immune response","1/5","52/18800",0.0137549486208667,0.0339288732648045,0.00820470619490293,"IL10",1
"GO:0045190","GO:0045190","isotype switching","1/5","52/18800",0.0137549486208667,0.0339288732648045,0.00820470619490293,"IL10",1
"GO:0050819","GO:0050819","negative regulation of coagulation","1/5","52/18800",0.0137549486208667,0.0339288732648045,0.00820470619490293,"F2",1
"GO:2000677","GO:2000677","regulation of transcription regulatory region DNA binding","1/5","52/18800",0.0137549486208667,0.0339288732648045,0.00820470619490293,"IFNG",1
"GO:0010524","GO:0010524","positive regulation of calcium ion transport into cytosol","1/5","54/18800",0.0142809459726229,0.0348775578209271,0.0084341178229838,"F2",1
"GO:0061900","GO:0061900","glial cell activation","1/5","54/18800",0.0142809459726229,0.0348775578209271,0.0084341178229838,"IFNG",1
"GO:1903202","GO:1903202","negative regulation of oxidative stress-induced cell death","1/5","54/18800",0.0142809459726229,0.0348775578209271,0.0084341178229838,"IL10",1
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","1/5","55/18800",0.0145438604754573,0.0351714272935896,0.00850518156459492,"IFNG",1
"GO:0043470","GO:0043470","regulation of carbohydrate catabolic process","1/5","55/18800",0.0145438604754573,0.0351714272935896,0.00850518156459492,"IFNG",1
"GO:1902991","GO:1902991","regulation of amyloid precursor protein catabolic process","1/5","55/18800",0.0145438604754573,0.0351714272935896,0.00850518156459492,"IFNG",1
"GO:0034205","GO:0034205","amyloid-beta formation","1/5","56/18800",0.0148067188749037,0.0356904624346213,0.00863069504108908,"IFNG",1
"GO:0032768","GO:0032768","regulation of monooxygenase activity","1/5","57/18800",0.0150695211799412,0.0358567384988955,0.00867090404667458,"IFNG",1
"GO:0042306","GO:0042306","regulation of protein import into nucleus","1/5","57/18800",0.0150695211799412,0.0358567384988955,0.00867090404667458,"IFNG",1
"GO:0043388","GO:0043388","positive regulation of DNA binding","1/5","57/18800",0.0150695211799412,0.0358567384988955,0.00867090404667458,"IFNG",1
"GO:0070228","GO:0070228","regulation of lymphocyte apoptotic process","1/5","57/18800",0.0150695211799412,0.0358567384988955,0.00867090404667458,"IL10",1
"GO:0090303","GO:0090303","positive regulation of wound healing","1/5","58/18800",0.0153322673995484,0.0363649931912366,0.00879381058678552,"F2",1
"GO:0006826","GO:0006826","iron ion transport","1/5","59/18800",0.0155949575427032,0.0365564417370789,0.00884010682119973,"IFNG",1
"GO:0051353","GO:0051353","positive regulation of oxidoreductase activity","1/5","59/18800",0.0155949575427032,0.0365564417370789,0.00884010682119973,"IFNG",1
"GO:1902893","GO:1902893","regulation of miRNA transcription","1/5","59/18800",0.0155949575427032,0.0365564417370789,0.00884010682119973,"IL10",1
"GO:0016447","GO:0016447","somatic recombination of immunoglobulin gene segments","1/5","60/18800",0.0158575916183815,0.0365564417370789,0.00884010682119973,"IL10",1
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport","1/5","60/18800",0.0158575916183815,0.0365564417370789,0.00884010682119973,"IFNG",1
"GO:0061614","GO:0061614","miRNA transcription","1/5","60/18800",0.0158575916183815,0.0365564417370789,0.00884010682119973,"IL10",1
"GO:0090311","GO:0090311","regulation of protein deacetylation","1/5","60/18800",0.0158575916183815,0.0365564417370789,0.00884010682119973,"IFNG",1
"GO:1903078","GO:1903078","positive regulation of protein localization to plasma membrane","1/5","60/18800",0.0158575916183815,0.0365564417370789,0.00884010682119973,"IFNG",1
"GO:1903670","GO:1903670","regulation of sprouting angiogenesis","1/5","60/18800",0.0158575916183815,0.0365564417370789,0.00884010682119973,"IL10",1
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","1/5","61/18800",0.0161201696355591,0.0367043862471191,0.00887588287625924,"IL10",1
